Month Name,Profit ($),Return %,Max DD %,No of Trades,Win Rate %,Avg Lot Size,Profit Factor,Status,Month Classification
March 2024,1708.51,1.71,-2.09,33,39.4,0.36,1.34,Profitable,Standard
